878.12:0.4367,439.06:0.4216,878.52:0.1983,4638.28:0.1978,268.36:0.1959,4636.33:0.1957,878.91:0.1886,4639.84:0.1878,4635.16:0.1764,880.08:0.1732,40.23:8.7743,40.62:7.8065,41.02:2.7431,39.84:2.7370,41.41:1.6512,39.45:1.5811,39.06:1.2598,41.80:1.1348,42.19:0.9366,38.28:0.8400,268.36:0.6754,439.06:0.4103,2318.75:0.3248,2319.53:0.2904,2317.58:0.2760,2315.62:0.2610,2318.36:0.1960,1158.98:0.1939,2313.67:0.1805,2321.09:0.1652,878.12:1.2089,1158.98:0.8499,1158.59:0.6837,1159.38:0.6330,268.36:0.6131,439.06:0.5587,878.91:0.5299,878.52:0.5177,880.08:0.4892,1146.48:0.4881,268.36:0.4438,878.12:0.3819,439.06:0.1983,3479.30:0.1934,3476.95:0.1899,4639.84:0.1814,878.91:0.1680,878.52:0.1657,4638.28:0.1624,3476.17:0.1623,439.06:0.4378,268.36:0.4240,3479.30:0.3173,3476.95:0.3011,3476.17:0.2622,3473.44:0.2303,3478.91:0.2236,3472.27:0.2206,2318.75:0.2159,3477.73:0.2003,878.12:1.1192,3479.30:0.5852,3476.95:0.5451,1317.19:0.5266,1317.58:0.5231,1146.48:0.5194,1317.97:0.5041,268.36:0.4973,878.91:0.4757,3476.17:0.4754,119.92:0.3296,39.84:0.3276,159.77:0.2869,80.08:0.2707,239.84:0.1969,79.69:0.1905,199.61:0.1762,279.69:0.1660,200.00:0.1566,40.23:0.1376,1124.61:0.4107,439.06:0.3802,878.12:0.3427,1125.00:0.2806,1082.81:0.2722,549.61:0.2514,1309.77:0.2386,880.08:0.2258,536.72:0.2102,281.25:0.1831
439.06:0.3568,878.12:0.3345,878.52:0.3342,878.91:0.2835,4635.55:0.2094,4634.38:0.1931,268.36:0.1901,4638.28:0.1658,1158.98:0.1560,4641.02:0.1495,40.62:8.4696,40.23:8.3323,41.02:2.9773,39.84:2.5571,41.41:1.8154,39.45:1.5177,41.80:1.2366,39.06:1.1765,38.67:0.9766,42.19:0.9452,268.36:0.6592,2317.19:0.3754,439.06:0.3741,2317.58:0.3441,2319.53:0.3415,1158.98:0.2032,2318.36:0.1933,2315.23:0.1908,2318.75:0.1841,4635.55:0.1743,878.52:0.9394,1158.98:0.9355,878.12:0.9240,878.91:0.7673,1158.59:0.7174,268.36:0.5928,439.06:0.4825,1160.55:0.4605,879.30:0.4378,1159.38:0.4179,268.36:0.4226,878.12:0.2853,878.52:0.2816,3476.17:0.2550,878.91:0.2360,3478.12:0.2079,3475.78:0.1817,439.06:0.1803,3480.08:0.1688,4637.11:0.1645,268.36:0.4060,439.06:0.3954,3476.17:0.3672,3478.12:0.3227,3475.78:0.2815,3480.08:0.2798,2317.19:0.2429,3474.22:0.2386,3477.73:0.2158,3482.81:0.2105,878.12:0.8917,878.52:0.8608,878.91:0.7173,3476.17:0.6781,3478.12:0.5873,1317.19:0.5523,1317.58:0.5396,3475.78:0.5142,3480.08:0.5069,268.36:0.4819,119.92:0.3339,39.84:0.3247,80.08:0.2814,159.77:0.2763,239.84:0.2040,79.69:0.1799,200.00:0.1758,279.69:0.1574,199.61:0.1571,40.23:0.1430,439.06:0.3674,1124.61:0.2798,549.61:0.2677,878.12:0.2638,878.91:0.2351,878.52:0.2285,536.72:0.2223,1125.39:0.2119,1158.98:0.1975,1309.77:0.1903
439.06:0.3645,878.52:0.3518,878.12:0.3389,4636.33:0.3351,4635.55:0.2927,877.73:0.2199,268.36:0.1864,1158.98:0.1848,878.91:0.1779,4633.98:0.1716,40.62:8.8048,40.23:8.1811,39.84:2.8499,41.02:2.7803,39.45:1.6701,41.41:1.6695,39.06:1.2716,41.80:1.1692,42.19:0.9332,38.67:0.9328,268.36:0.6757,2318.36:0.5001,439.06:0.3955,2317.19:0.3813,2317.97:0.3087,4636.33:0.2707,1158.98:0.2632,2316.80:0.2451,4635.55:0.2344,2319.14:0.2300,1158.98:1.1807,878.52:0.9360,878.12:0.9219,1159.38:0.6326,268.36:0.6161,877.73:0.5911,1317.58:0.5648,1158.20:0.5108,439.06:0.4977,878.91:0.4735,268.36:0.4323,3477.34:0.3553,878.52:0.2905,878.12:0.2892,4636.33:0.2787,3476.56:0.2398,4635.55:0.2376,3475.78:0.2213,877.73:0.1921,439.06:0.1896,3477.34:0.5534,268.36:0.4210,439.06:0.4177,3476.56:0.3677,3475.78:0.3595,2318.36:0.2850,2317.19:0.2240,3557.42:0.2091,3474.61:0.2058,2196.48:0.1901,3477.34:1.0026,878.52:0.9752,878.12:0.8891,1317.58:0.7298,3476.56:0.6689,3475.78:0.6557,877.73:0.5958,268.36:0.4995,878.91:0.4811,1146.88:0.4739,119.92:0.3310,39.84:0.3232,159.77:0.2801,80.08:0.2762,239.84:0.2038,79.69:0.1803,200.00:0.1714,279.69:0.1639,199.61:0.1617,40.23:0.1416,1124.61:0.4664,439.06:0.3761,549.61:0.2893,878.12:0.2772,878.52:0.2625,536.72:0.2455,1125.00:0.2340,1158.98:0.2290,1082.81:0.2240,1310.16:0.2034
439.45:0.3650,878.91:0.3449,878.52:0.3410,878.12:0.2214,4635.16:0.2149,877.73:0.1883,4632.42:0.1757,4636.33:0.1747,4632.81:0.1695,1159.38:0.1670,40.62:9.0484,40.23:7.7070,41.02:2.8317,39.84:2.7944,39.45:1.7101,41.41:1.6812,41.80:1.2238,39.06:1.1629,38.67:1.0391,42.19:0.9390,268.36:0.5579,439.45:0.3738,2317.58:0.3527,268.75:0.3074,2316.02:0.2945,2318.75:0.2684,2319.14:0.2672,1159.38:0.2531,2320.70:0.1994,267.97:0.1880,1159.38:1.0740,878.91:0.9145,878.52:0.9128,878.12:0.6031,1147.27:0.5263,1159.77:0.5192,877.73:0.5177,439.45:0.5040,1317.97:0.5029,268.36:0.4992,268.36:0.3559,878.52:0.3015,878.91:0.2957,268.75:0.1928,878.12:0.1865,3476.95:0.1816,3476.17:0.1806,3477.34:0.1778,439.45:0.1762,3480.47:0.1757,439.45:0.4053,268.36:0.3465,3476.95:0.2933,3476.17:0.2862,3477.34:0.2789,3480.47:0.2656,3481.25:0.2515,3475.78:0.2462,3473.05:0.2347,3478.12:0.2295,878.91:0.9342,878.52:0.8442,1317.97:0.6600,1147.27:0.5767,878.12:0.5632,3476.95:0.5349,3476.17:0.5252,1318.36:0.5086,3477.34:0.5080,877.73:0.5033,119.92:0.3344,39.84:0.3084,80.08:0.3068,159.77:0.2353,200.00:0.2281,239.84:0.2124,40.23:0.1638,160.16:0.1464,79.69:0.1382,279.69:0.1236,1125.00:0.3835,439.45:0.3632,878.91:0.3127,1125.39:0.2989,1159.38:0.2720,537.11:0.2605,878.52:0.2321,878.12:0.1952,281.25:0.1917,451.56:0.1905
439.45:0.5114,878.91:0.3802,878.12:0.3735,439.06:0.3100,4634.77:0.2516,438.67:0.2445,439.84:0.2422,879.30:0.2011,4637.11:0.1919,4635.94:0.1865,40.23:9.4649,40.62:5.3308,39.84:2.6251,41.02:2.1669,39.45:1.5271,41.41:1.2846,39.06:0.9926,41.80:0.9542,42.19:0.7766,38.67:0.7650,268.36:0.4933,268.75:0.2517,439.45:0.2428,267.97:0.2169,2318.36:0.1767,4634.77:0.1741,2318.75:0.1658,2321.09:0.1583,2317.58:0.1570,878.91:0.1517,878.12:1.1387,878.91:1.1256,879.30:0.6140,439.45:0.5958,1159.77:0.5807,878.52:0.5550,1158.98:0.5432,1318.75:0.5294,1317.58:0.5236,1160.16:0.5220,878.12:0.3813,878.91:0.3806,268.36:0.3436,4634.77:0.2484,4642.19:0.2114,879.30:0.2064,3555.86:0.2029,1318.75:0.1957,1317.58:0.1843,878.52:0.1838,3475.78:0.3236,439.45:0.3194,268.36:0.3186,3476.56:0.3007,2318.75:0.2744,3480.86:0.2610,3555.86:0.2598,3478.52:0.2561,2318.36:0.2478,2321.09:0.2472,878.12:0.9065,878.91:0.8375,1317.58:0.6499,1318.75:0.6465,3475.78:0.6188,3476.56:0.5649,3480.86:0.5004,1318.36:0.4893,3478.52:0.4820,439.45:0.4814,119.92:0.3357,39.84:0.3136,80.08:0.3041,159.77:0.2410,200.00:0.2165,239.84:0.2060,40.23:0.1593,79.69:0.1434,160.16:0.1366,279.69:0.1249,1125.39:0.3579,1124.61:0.3312,878.91:0.3120,878.12:0.2741,439.45:0.2209,879.30:0.2202,41.80:0.2009,1309.77:0.1952,451.56:0.1932,439.84:0.1696
439.45:0.4923,878.52:0.3592,878.12:0.3503,439.06:0.3417,439.84:0.2365,4637.11:0.2323,878.91:0.2317,4635.55:0.2068,879.30:0.1966,4635.94:0.1831,40.23:9.3468,40.62:5.7141,39.84:2.5594,41.02:2.3251,39.45:1.5072,41.41:1.3845,41.80:1.0111,39.06:1.0081,42.19:0.8412,38.67:0.7194,268.36:0.5260,2317.97:0.2867,439.45:0.2452,268.75:0.2141,267.97:0.1725,439.06:0.1724,2321.09:0.1689,1159.77:0.1594,2317.58:0.1586,4637.11:0.1502,878.52:1.0429,878.12:1.0339,1159.77:0.6778,878.91:0.6644,1158.98:0.6411,879.30:0.5988,1158.59:0.5883,439.45:0.5813,1317.58:0.5224,268.36:0.4893,268.36:0.3587,878.52:0.3556,878.12:0.3528,878.91:0.2343,879.30:0.1974,4634.77:0.1930,4637.11:0.1917,1317.58:0.1843,3476.56:0.1764,4635.94:0.1740,2317.97:0.3595,268.36:0.3320,3476.56:0.3282,439.45:0.3223,3478.12:0.3054,3476.17:0.2662,2321.09:0.2420,439.06:0.2221,3474.22:0.2166,3476.95:0.2109,878.12:0.8377,878.52:0.7999,1317.58:0.6533,3476.56:0.6181,1318.36:0.5883,3478.12:0.5770,1317.19:0.5388,878.91:0.5328,3476.17:0.5029,879.30:0.4886,119.92:0.3354,39.84:0.3142,80.08:0.3022,159.77:0.2458,200.00:0.2148,239.84:0.2090,40.23:0.1601,79.69:0.1507,279.69:0.1311,160.16:0.1296,1125.39:0.3021,1124.61:0.2987,878.12:0.2905,878.52:0.2789,878.91:0.2299,879.30:0.2194,549.61:0.2023,451.56:0.1984,41.80:0.1960,439.45:0.1957
878.91:0.3894,439.45:0.3859,878.52:0.2989,4639.06:0.2226,4634.77:0.2185,878.12:0.2096,4640.62:0.2003,1159.38:0.1895,4635.55:0.1699,4636.33:0.1617,40.62:9.1068,40.23:7.6515,41.02:2.7939,39.84:2.7895,39.45:1.7205,41.41:1.7104,39.06:1.2794,41.80:1.1795,42.19:0.9361,38.67:0.8759,268.36:0.5309,439.45:0.3971,2319.14:0.3804,268.75:0.3286,2318.36:0.3154,2318.75:0.3094,1159.38:0.2797,2320.31:0.2589,2317.58:0.2489,2316.41:0.1977,1159.38:1.2588,878.91:1.0762,878.52:0.8066,1147.27:0.6328,878.12:0.5753,1317.97:0.5465,439.45:0.5116,1159.77:0.4739,268.36:0.4725,1158.98:0.4175,878.91:0.3464,268.36:0.3384,878.52:0.2580,3476.95:0.2183,3479.69:0.2145,4639.06:0.2139,268.75:0.2109,3475.78:0.2095,3478.52:0.1935,3477.73:0.1856,439.45:0.4278,3476.95:0.3496,3479.69:0.3368,268.36:0.3278,3475.78:0.3191,3478.52:0.3100,3477.73:0.2928,2319.14:0.2301,3480.08:0.2294,3482.03:0.2249,878.91:1.0983,878.52:0.7780,1317.97:0.7002,1147.27:0.6877,3476.95:0.6374,3479.69:0.6096,878.12:0.6073,3475.78:0.5816,3478.52:0.5698,3477.73:0.5306,119.92:0.3351,80.08:0.3115,39.84:0.3069,200.00:0.2354,159.77:0.2285,239.84:0.2119,40.23:0.1670,160.16:0.1552,79.69:0.1328,279.69:0.1166,1125.39:0.4270,439.45:0.3875,1125.00:0.3198,1159.38:0.3133,878.91:0.3006,537.11:0.2868,878.52:0.2235,1310.55:0.2151,41.80:0.1964,281.25:0.1958
878.52:0.5828,439.06:0.2854,439.45:0.2753,4637.11:0.2127,4635.16:0.2064,4637.89:0.1957,4634.38:0.1936,268.36:0.1870,4639.84:0.1813,1158.98:0.1695,40.62:8.4630,40.23:8.2148,39.84:2.7869,41.02:2.7478,39.45:1.7110,41.41:1.6745,39.06:1.2346,41.80:1.1774,42.19:0.9248,38.67:0.9170,268.36:0.6498,2318.36:0.5499,439.06:0.2865,2317.58:0.2656,439.45:0.2601,1158.98:0.2405,2315.23:0.2233,2319.14:0.2106,878.52:0.2031,2318.75:0.1970,878.52:1.5979,1158.98:1.0578,1159.38:0.7024,1146.88:0.6416,268.36:0.5811,1317.58:0.5336,890.62:0.4703,1158.59:0.4576,1317.97:0.4502,439.06:0.3775,878.52:0.5097,268.36:0.4172,3477.34:0.2558,3478.12:0.2321,3476.17:0.2133,4635.16:0.2106,3479.69:0.1947,2318.36:0.1806,1317.58:0.1772,4637.11:0.1703,268.36:0.4052,3477.34:0.4045,3478.12:0.3815,2318.36:0.3421,3476.17:0.3313,439.06:0.3085,3479.69:0.3049,439.45:0.2888,3480.86:0.2602,3478.91:0.2402,878.52:1.4888,3477.34:0.7443,1146.88:0.7338,3478.12:0.6928,1317.58:0.6899,3476.17:0.6037,1317.97:0.5982,3479.69:0.5560,1757.03:0.5490,268.36:0.4737,119.92:0.3378,39.84:0.3187,80.08:0.2948,159.77:0.2622,239.84:0.2145,200.00:0.2040,79.69:0.1607,40.23:0.1536,279.69:0.1485,199.61:0.1256,1125.00:0.5554,878.52:0.4108,549.61:0.3076,439.06:0.2738,1310.16:0.2549,1083.20:0.2400,1124.61:0.2283,281.25:0.2085,1158.98:0.2046,1125.39:0.1992
878.52:0.5030,439.06:0.2660,439.45:0.2484,4639.06:0.2368,268.36:0.1909,4635.55:0.1844,4636.33:0.1838,4633.59:0.1593,4637.11:0.1544,879.69:0.1480,40.62:8.7543,40.23:8.0568,41.02:2.8832,39.84:2.6478,41.41:1.7345,39.45:1.6074,41.80:1.2140,39.06:1.1818,38.67:1.0435,42.19:0.9009,268.36:0.6529,2317.97:0.3656,2317.58:0.3499,2319.14:0.3071,439.06:0.2893,439.45:0.2655,2319.53:0.2626,1158.98:0.2079,2319.92:0.2032,2321.09:0.1989,878.52:1.3512,1158.98:0.9233,1160.16:0.6554,268.36:0.5717,1159.38:0.5540,1146.88:0.4936,1159.77:0.4488,1157.42:0.4266,890.62:0.4114,1317.58:0.4035,878.52:0.4295,268.36:0.4084,4639.06:0.2247,3478.52:0.2152,3480.08:0.2094,3477.34:0.2032,3474.22:0.1950,3476.95:0.1668,4637.11:0.1661,5273.44:0.1510,268.36:0.4043,3478.52:0.3605,3480.08:0.3266,3477.34:0.3133,439.06:0.3115,3474.22:0.2959,439.45:0.2848,3476.95:0.2295,3476.56:0.2204,3478.12:0.2177,878.52:1.3445,3478.52:0.6479,3480.08:0.6118,1146.88:0.5706,3477.34:0.5700,3474.22:0.5378,1317.58:0.5125,1318.75:0.4707,268.36:0.4643,3476.95:0.4252,119.92:0.3364,39.84:0.3176,80.08:0.2933,159.77:0.2609,239.84:0.2129,200.00:0.2022,79.69:0.1616,40.23:0.1515,279.69:0.1473,199.61:0.1278,878.52:0.3402,1124.61:0.3398,549.61:0.2882,439.45:0.2689,1125.00:0.2374,439.06:0.2371,879.69:0.2362,1083.20:0.2305,281.25:0.1988,536.72:0.1856
878.52:0.4139,439.06:0.3495,878.91:0.2074,439.45:0.2005,4633.98:0.1980,268.36:0.1786,4640.23:0.1734,4630.86:0.1693,4639.84:0.1671,4635.55:0.1663,40.23:8.5529,40.62:7.9563,39.84:2.7434,41.02:2.6929,39.45:1.8007,41.41:1.5004,41.80:1.1567,39.06:1.1294,42.19:0.9126,38.67:0.8188,268.36:0.6384,439.06:0.3096,2316.41:0.2965,2317.58:0.2582,2319.92:0.2541,2317.97:0.2422,2316.80:0.2111,2318.75:0.1994,1158.98:0.1929,439.45:0.1917,878.52:1.1388,1158.98:0.8417,878.91:0.5910,1158.59:0.5827,268.36:0.5802,878.12:0.4679,877.34:0.4601,439.06:0.4570,1159.77:0.4461,890.62:0.4313,268.36:0.4128,878.52:0.3627,3476.95:0.1993,878.91:0.1906,3479.30:0.1742,4639.84:0.1631,3481.25:0.1577,4640.23:0.1520,3479.69:0.1518,878.12:0.1513,268.36:0.4008,439.06:0.3466,3476.95:0.3237,3479.30:0.2757,3481.25:0.2557,3476.56:0.2530,3479.69:0.2431,3475.39:0.2233,3474.61:0.2206,439.45:0.2152,878.52:1.0579,3476.95:0.6015,878.91:0.5433,1317.58:0.5206,3479.30:0.5076,1317.19:0.4953,268.36:0.4717,3481.25:0.4706,3476.56:0.4619,1146.88:0.4597,119.92:0.3342,39.84:0.3206,80.08:0.2865,159.77:0.2689,239.84:0.2081,200.00:0.1882,79.69:0.1701,279.69:0.1533,40.23:0.1486,199.61:0.1411,878.52:0.2959,549.61:0.2857,1124.61:0.2753,439.06:0.2516,1125.78:0.2209,880.08:0.2184,879.69:0.2163,439.45:0.1952,41.80:0.1937,536.72:0.1934
878.52:0.4398,439.06:0.3728,439.45:0.2874,878.91:0.2368,878.12:0.2176,4636.72:0.2074,4639.06:0.1977,438.67:0.1878,268.36:0.1766,4637.11:0.1673,40.23:8.9564,40.62:7.0828,39.84:2.7930,41.02:2.4491,39.45:1.6427,41.41:1.4541,39.06:1.1375,41.80:1.0695,42.19:0.8583,38.67:0.7788,268.36:0.6187,2317.58:0.3034,439.06:0.2840,2318.75:0.2324,439.45:0.2140,1158.59:0.1856,2316.02:0.1846,2317.97:0.1783,2319.14:0.1762,878.52:0.1705,878.52:1.2235,1158.59:0.7372,1158.98:0.7350,878.91:0.6870,1159.38:0.6303,878.12:0.5959,268.36:0.5599,1317.19:0.5419,890.62:0.4838,439.06:0.4707,878.52:0.4136,268.36:0.4039,878.91:0.2277,3479.69:0.2225,3476.95:0.2174,878.12:0.2048,4639.06:0.1936,1317.19:0.1859,4636.72:0.1816,4637.11:0.1667,268.36:0.3881,3479.69:0.3731,3476.95:0.3713,439.06:0.3363,2317.58:0.2649,3477.73:0.2554,3479.30:0.2505,439.45:0.2488,3474.61:0.2332,3477.34:0.2303,878.52:1.1230,3479.69:0.6912,3476.95:0.6849,1317.19:0.6832,878.91:0.5987,878.12:0.5622,1317.97:0.5383,3477.73:0.4776,1146.88:0.4764,3479.30:0.4706,119.92:0.3336,39.84:0.3184,80.08:0.2881,159.77:0.2653,239.84:0.2096,200.00:0.1936,79.69:0.1661,279.69:0.1513,40.23:0.1506,199.61:0.1353,878.52:0.3537,549.61:0.2837,1124.61:0.2738,1124.22:0.2579,1125.00:0.2333,439.45:0.2316,878.12:0.2281,880.08:0.1963,41.80:0.1898,439.06:0.1872
439.06:0.3557,878.52:0.3420,878.12:0.3292,878.91:0.2559,4637.11:0.2059,4633.20:0.1950,268.36:0.1892,4631.25:0.1821,4632.42:0.1650,4638.28:0.1595,40.23:8.5472,40.62:7.9694,41.02:2.9040,39.84:2.5948,41.41:1.7034,39.45:1.5923,41.80:1.2033,39.06:1.1861,38.67:1.0927,42.19:0.8955,268.36:0.6476,439.06:0.3267,2316.02:0.3110,2317.58:0.3025,2319.14:0.2595,2316.41:0.2350,2320.70:0.1967,2317.97:0.1914,2320.31:0.1799,1158.98:0.1741,878.52:0.9503,878.12:0.9323,1158.59:0.8015,1158.98:0.7868,878.91:0.7543,268.36:0.5737,1317.19:0.4707,439.06:0.4554,880.08:0.4312,1160.16:0.4157,268.36:0.4085,878.52:0.3011,878.12:0.2819,878.91:0.2331,3477.73:0.2188,3474.61:0.1665,4633.20:0.1621,3478.52:0.1606,4636.33:0.1558,4637.11:0.1558,268.36:0.3977,439.06:0.3597,3477.73:0.3495,3478.52:0.2671,3474.61:0.2610,3473.83:0.2410,3474.22:0.2195,3475.39:0.2189,3476.17:0.2178,3482.03:0.2120,878.12:0.8914,878.52:0.8822,878.91:0.6950,3477.73:0.6436,1317.19:0.5950,3478.52:0.4882,3474.61:0.4766,268.36:0.4647,1317.58:0.4551,3473.83:0.4341,119.92:0.3330,39.84:0.3222,80.08:0.2831,159.77:0.2722,239.84:0.2054,200.00:0.1809,79.69:0.1760,279.69:0.1552,199.61:0.1506,40.23:0.1454,439.06:0.3232,878.12:0.2988,549.61:0.2840,1125.39:0.2470,878.52:0.2344,1125.00:0.2329,880.08:0.2182,1309.77:0.2112,1124.22:0.2104,878.91:0.1989
878.52:0.3641,878.12:0.3539,439.06:0.3231,439.45:0.2529,4635.55:0.2381,4632.81:0.2379,879.30:0.2024,4636.72:0.1966,268.36:0.1748,4637.50:0.1650,40.23:8.6405,40.62:7.6249,41.02:2.8214,39.84:2.5823,39.45:1.7668,41.41:1.6768,39.06:1.2648,41.80:1.1581,42.19:0.9558,38.67:0.7912,268.36:0.6112,2316.80:0.2991,439.06:0.2714,2319.14:0.2524,2317.58:0.2488,2318.75:0.2328,439.45:0.2035,2319.53:0.1970,2320.31:0.1935,2316.02:0.1909,878.52:1.0379,878.12:0.9941,1158.59:0.8495,1158.98:0.5899,1160.55:0.5754,879.30:0.5732,268.36:0.5499,1317.19:0.5157,1146.48:0.4707,878.91:0.4704,268.36:0.3959,878.12:0.3235,878.52:0.3210,4635.55:0.1980,4632.81:0.1885,879.30:0.1828,3478.91:0.1751,3474.22:0.1744,4636.72:0.1711,1317.19:0.1707,268.36:0.3824,439.06:0.3070,3478.91:0.2844,3474.22:0.2777,3477.34:0.2701,3475.00:0.2679,3476.95:0.2413,439.45:0.2372,3478.52:0.2350,3478.12:0.2288,878.52:0.9058,878.12:0.8955,1317.19:0.6559,3478.91:0.5335,1146.48:0.5124,3474.22:0.5098,1319.14:0.5042,879.30:0.4993,3477.34:0.4915,3475.00:0.4867,119.92:0.3345,39.84:0.3187,80.08:0.2909,159.77:0.2614,239.84:0.2078,200.00:0.1958,79.69:0.1650,40.23:0.1502,279.69:0.1454,199.61:0.1328,878.12:0.3062,439.06:0.2891,878.52:0.2676,549.61:0.2609,1124.61:0.2422,879.30:0.2373,1309.77:0.2315,1125.00:0.2284,1125.39:0.2265,1082.81:0.2229
878.52:0.4867,439.45:0.3156,439.06:0.2384,4640.62:0.2242,4642.19:0.2110,876.95:0.2032,880.08:0.1982,268.36:0.1734,4639.45:0.1690,439.84:0.1643,40.23:8.2682,40.62:8.2682,41.02:2.8181,39.84:2.6532,41.41:1.6822,39.45:1.6132,41.80:1.2258,38.67:1.1113,39.06:1.0615,42.19:0.8708,268.36:0.6032,439.45:0.2988,2316.80:0.2915,2319.92:0.2913,2319.14:0.2394,2320.70:0.2338,2315.23:0.2250,439.06:0.2180,1159.38:0.1918,2317.58:0.1860,878.52:1.3673,1159.38:0.8800,1159.77:0.6124,876.95:0.5936,880.08:0.5919,268.36:0.5305,1158.98:0.5232,1317.97:0.4917,1157.42:0.4319,879.30:0.4248,878.52:0.4309,268.36:0.3758,876.95:0.1849,880.08:0.1789,4642.19:0.1756,4640.62:0.1619,3479.69:0.1617,3477.73:0.1591,1317.97:0.1587,3481.64:0.1585,268.36:0.3716,439.45:0.3313,3476.56:0.2776,3481.64:0.2744,3479.69:0.2625,3473.05:0.2487,439.06:0.2466,3477.73:0.2414,3475.39:0.2320,3480.86:0.2293,878.52:1.2897,1317.97:0.6189,876.95:0.5799,880.08:0.5599,3476.56:0.5065,3481.64:0.5018,3479.69:0.4837,1318.36:0.4749,3473.05:0.4529,3477.73:0.4481,119.92:0.3405,39.84:0.3171,80.08:0.3019,159.77:0.2532,239.84:0.2160,200.00:0.2150,40.23:0.1544,79.69:0.1521,279.69:0.1392,160.16:0.1195,1125.00:0.4466,878.52:0.3363,880.08:0.2978,549.61:0.2816,439.45:0.2601,281.25:0.2090,1159.38:0.1983,1123.44:0.1948,439.06:0.1805,41.80:0.1743
878.52:0.6124,439.06:0.5232,439.45:0.4551,4637.50:0.3071,4639.06:0.2477,4635.16:0.2236,4637.89:0.2149,4635.94:0.1810,440.23:0.1805,1317.58:0.1785,40.23:9.7084,40.62:4.9290,39.84:2.4108,41.02:1.9748,39.45:1.3749,41.41:1.2604,39.06:1.0488,41.80:0.8745,38.67:0.8255,42.19:0.6854,268.36:0.5888,2318.36:0.2709,878.52:0.2515,1158.98:0.2334,439.06:0.2325,4637.50:0.2267,2319.14:0.2212,439.45:0.1926,4639.06:0.1783,4637.89:0.1581,878.52:1.9045,1158.98:0.9717,890.62:0.8368,1317.58:0.7672,439.06:0.6005,268.36:0.5421,439.45:0.5232,1146.88:0.4994,1317.97:0.4740,1318.75:0.4701,878.52:0.6341,268.36:0.3982,1317.58:0.2777,4637.50:0.2760,4635.16:0.2350,4639.06:0.2274,3476.17:0.2171,3558.20:0.2036,4637.89:0.1970,3556.25:0.1815,3476.17:0.4328,2318.36:0.4112,268.36:0.3730,2319.14:0.3626,3478.52:0.3572,3478.91:0.3397,439.06:0.3133,3477.34:0.2990,439.45:0.2680,2317.19:0.2674,878.52:1.4715,1317.58:0.9460,3476.17:0.8282,3478.52:0.6803,1146.88:0.6716,3478.91:0.6375,890.62:0.6154,1317.97:0.5897,3477.34:0.5698,1318.75:0.5507,119.92:0.3351,39.84:0.3167,80.08:0.2899,159.77:0.2640,239.84:0.2146,200.00:0.1993,79.69:0.1631,279.69:0.1529,40.23:0.1498,199.61:0.1321,878.52:0.4558,1125.00:0.3661,1124.61:0.3246,1309.77:0.3176,1083.20:0.2775,549.61:0.2737,536.72:0.1975,451.56:0.1895,1125.39:0.1811,41.80:0.1805
439.45:0.5574,878.52:0.4230,878.91:0.2901,439.06:0.2562,4635.94:0.2461,878.12:0.2366,4639.06:0.2072,4634.77:0.1791,4641.41:0.1693,1317.97:0.1591,40.23:9.3042,40.62:5.7801,39.84:2.6182,41.02:2.1957,39.45:1.5155,41.41:1.4162,39.06:1.1887,41.80:0.9727,42.19:0.8083,38.67:0.7116,268.36:0.5179,439.45:0.2875,268.75:0.2459,1159.38:0.2401,2318.75:0.2321,2317.58:0.1987,4635.94:0.1788,878.52:0.1690,267.97:0.1591,2317.19:0.1590,878.52:1.2842,1159.38:1.0438,878.91:0.9019,878.12:0.7463,1317.97:0.7228,439.45:0.6485,891.02:0.5996,877.34:0.4965,268.36:0.4772,1157.81:0.4700,878.52:0.4241,268.36:0.3477,878.91:0.2871,4635.94:0.2536,1317.97:0.2480,878.12:0.2415,3478.12:0.2109,4639.06:0.2079,4634.77:0.1950,4641.41:0.1641,3478.12:0.3924,439.45:0.3713,268.36:0.3238,2318.75:0.2942,3475.39:0.2755,3476.56:0.2600,2317.58:0.2422,3479.69:0.2294,3475.78:0.2226,3476.95:0.2196,878.52:1.0466,1317.97:0.8903,3478.12:0.7254,878.91:0.7164,878.12:0.6193,1147.27:0.5181,3475.39:0.5088,439.45:0.4941,3476.56:0.4894,877.34:0.4360,119.92:0.3387,39.84:0.3115,80.08:0.3070,159.77:0.2404,200.00:0.2267,239.84:0.2155,40.23:0.1601,160.16:0.1396,79.69:0.1391,279.69:0.1280,1125.00:0.4404,878.52:0.3341,1125.39:0.3020,1310.16:0.2707,878.91:0.2449,1123.44:0.2331,439.45:0.2272,878.12:0.2236,549.61:0.2160,451.56:0.2137
