439.45:1.0762,1159.38:0.5060,439.06:0.3791,878.52:0.3076,1757.42:0.2995,1317.97:0.2852,878.91:0.2803,451.56:0.2634,4638.67:0.2500,439.84:0.2490,40.23:9.7717,40.62:4.7297,39.84:2.3749,41.02:1.8888,39.45:1.3305,41.41:1.2239,39.06:0.9759,41.80:0.8668,38.67:0.7485,42.19:0.6833,2318.75:0.5772,268.36:0.4969,2319.92:0.2831,1159.38:0.2674,268.75:0.2633,2317.97:0.2514,1317.97:0.1921,439.45:0.1803,4636.72:0.1756,4638.67:0.1716,439.45:1.3652,1317.97:1.1607,1159.38:1.0306,891.02:0.9482,903.12:0.7456,866.41:0.5301,878.52:0.5178,878.91:0.5097,439.06:0.4816,1147.27:0.4089,1317.97:0.5877,1757.42:0.4056,878.52:0.3961,878.91:0.3613,4638.67:0.2969,4636.72:0.2944,1159.38:0.2822,4639.06:0.2754,268.36:0.2684,2318.75:0.2308,2318.75:0.6624,1757.42:0.5588,1317.97:0.3538,439.45:0.3480,3478.12:0.3278,2319.92:0.3268,3479.30:0.2835,2317.97:0.2787,2196.88:0.2692,3477.34:0.2662,1317.97:1.9018,1757.42:1.5502,439.45:1.5113,878.52:1.3788,878.91:1.2765,2318.75:0.9433,1305.86:0.6463,1319.14:0.5965,903.12:0.5962,3478.12:0.5841,119.92:0.3371,80.08:0.3103,39.84:0.3073,200.00:0.2355,159.77:0.2321,239.84:0.2161,40.23:0.1627,160.16:0.1492,79.69:0.1337,279.69:0.1217,439.45:0.6776,1125.00:0.6097,805.47:0.4401,1159.38:0.4104,878.52:0.3352,268.36:0.3308,537.11:0.3246,878.91:0.3005,576.95:0.2922,439.06:0.2427
439.45:1.0910,1159.38:0.5274,439.06:0.4028,4637.50:0.4018,1757.42:0.3209,878.52:0.3131,1317.97:0.3043,878.91:0.2579,4638.28:0.2559,451.56:0.2498,40.23:9.8066,40.62:4.6878,39.84:2.4152,41.02:1.9058,39.45:1.3165,41.41:1.1769,39.06:0.9259,41.80:0.8708,38.67:0.6899,42.19:0.6834,2318.75:0.7216,268.36:0.5093,1159.38:0.2804,4637.50:0.2802,268.75:0.2489,1317.97:0.2121,2367.97:0.1964,2319.53:0.1915,4638.28:0.1805,439.45:0.1802,439.45:1.3720,1317.97:1.2493,1159.38:1.0789,891.02:0.9207,903.12:0.7794,866.41:0.5612,4637.50:0.5491,439.06:0.5010,878.52:0.4784,883.59:0.4431,1317.97:0.6580,4637.50:0.5008,1757.42:0.4390,878.52:0.4178,878.91:0.3567,3478.12:0.3495,4638.28:0.3057,1159.38:0.2874,2318.75:0.2828,268.36:0.2745,2318.75:0.8337,1757.42:0.6057,3478.12:0.5043,1317.97:0.3835,439.45:0.3589,2196.88:0.2925,1159.38:0.2554,2319.53:0.2324,2184.38:0.2307,3478.91:0.2301,1317.97:2.0516,1757.42:1.6840,439.45:1.5425,878.52:1.4766,878.91:1.2141,2318.75:1.1748,3478.12:0.9092,1305.86:0.6967,903.12:0.6008,439.06:0.5869,119.92:0.3346,80.08:0.3069,39.84:0.3065,159.77:0.2343,200.00:0.2316,239.84:0.2153,40.23:0.1629,160.16:0.1466,79.69:0.1369,279.69:0.1249,1125.00:0.6868,439.45:0.6757,1159.38:0.4118,805.47:0.4110,878.52:0.3601,537.11:0.3295,268.36:0.3263,878.91:0.3175,576.95:0.3151,439.06:0.2573
439.45:1.1705,1159.38:0.4340,4637.89:0.3991,878.91:0.3766,1757.42:0.2796,427.34:0.2718,451.56:0.2652,4638.67:0.2528,891.02:0.2491,439.06:0.2344,40.23:9.7361,40.62:4.7586,39.84:2.4368,41.02:1.9110,39.45:1.3683,41.41:1.1877,39.06:0.9864,41.80:0.8522,38.67:0.7641,42.19:0.6699,2319.14:0.6278,268.36:0.4645,2318.75:0.3831,268.75:0.3155,2319.53:0.3018,4637.89:0.2894,1159.38:0.2408,2196.88:0.1956,439.45:0.1918,2038.28:0.1868,439.45:1.4776,891.02:1.1631,1159.38:0.8790,1318.36:0.8596,1317.97:0.8282,903.12:0.7682,878.91:0.6540,4637.89:0.5395,1147.27:0.4898,866.41:0.4382,878.91:0.5205,4637.89:0.5028,1318.36:0.4559,1317.97:0.4374,1757.42:0.3789,3478.52:0.3722,4638.67:0.2955,1159.38:0.2577,878.52:0.2538,268.36:0.2509,2319.14:0.7089,3478.52:0.5701,1757.42:0.5157,2318.75:0.4108,2196.88:0.3878,439.45:0.3760,2319.53:0.3390,2184.77:0.2845,1318.36:0.2702,1757.81:0.2618,878.91:1.8347,439.45:1.6716,1757.42:1.4292,1318.36:1.4156,1317.97:1.3671,3478.52:1.0090,2319.14:0.9950,878.52:0.8836,1757.81:0.7296,2196.88:0.7249,119.92:0.3362,80.08:0.3156,39.84:0.3047,200.00:0.2435,159.77:0.2222,239.84:0.2130,40.23:0.1669,160.16:0.1615,79.69:0.1268,319.92:0.1188,439.45:0.7482,1125.39:0.5434,1125.00:0.4404,878.91:0.4373,805.47:0.4020,537.11:0.3841,1159.38:0.3208,576.95:0.2976,268.36:0.2921,878.52:0.2274
439.45:1.0586,1159.38:0.5289,439.06:0.4728,4637.50:0.3709,878.52:0.3484,1317.97:0.3192,1757.42:0.3077,426.95:0.2674,439.84:0.2659,451.56:0.2574,40.23:9.8419,40.62:4.5930,39.84:2.3372,41.02:1.9110,39.45:1.3210,41.41:1.1869,39.06:0.9432,41.80:0.8486,38.67:0.7200,42.19:0.6877,2318.75:0.7254,268.36:0.5287,1159.38:0.2718,4637.50:0.2674,268.75:0.2346,1317.97:0.2249,878.52:0.1754,439.45:0.1749,2319.53:0.1728,2367.97:0.1713,439.45:1.3443,1317.97:1.3021,1159.38:1.0572,891.02:0.8689,903.12:0.7691,866.41:0.6054,439.06:0.6001,878.52:0.5855,890.62:0.5295,4637.50:0.5022,1317.97:0.6895,878.52:0.4869,4637.50:0.4656,1757.42:0.4066,3478.12:0.3242,1159.38:0.3043,878.91:0.2919,2318.75:0.2902,268.36:0.2871,4638.28:0.2782,2318.75:0.8407,1757.42:0.5819,3478.12:0.4955,1317.97:0.3994,439.45:0.3467,2196.48:0.2820,2184.38:0.2625,1159.38:0.2584,2196.88:0.2199,1879.30:0.2193,1317.97:2.1277,878.52:1.6981,1757.42:1.5802,439.45:1.5097,2318.75:1.1796,878.91:0.9838,3478.12:0.8863,439.06:0.6870,1305.86:0.6692,903.12:0.6048,119.92:0.3364,39.84:0.3098,80.08:0.3063,159.77:0.2396,200.00:0.2282,239.84:0.2159,40.23:0.1622,79.69:0.1424,160.16:0.1408,279.69:0.1289,1125.00:0.6816,439.45:0.6598,805.47:0.4520,1159.38:0.4229,878.52:0.3904,537.11:0.3496,268.36:0.3347,576.95:0.3171,439.06:0.3157,878.91:0.2795
439.45:1.1097,1159.38:0.5011,878.91:0.3278,1757.42:0.3087,439.06:0.2960,4638.28:0.2859,4637.89:0.2746,451.56:0.2688,1317.97:0.2536,878.52:0.2374,40.23:9.7808,40.62:4.6996,39.84:2.4281,41.02:1.8815,39.45:1.3398,41.41:1.1769,39.06:0.9713,41.80:0.8476,38.67:0.7288,42.19:0.6658,2318.75:0.5390,268.36:0.4883,2319.53:0.3117,2319.14:0.2959,268.75:0.2889,1159.38:0.2575,2318.36:0.2298,4638.28:0.2023,439.45:0.1945,2196.88:0.1945,439.45:1.3963,891.02:1.0293,1317.97:1.0289,1159.38:0.9965,903.12:0.7725,878.91:0.5990,1318.36:0.5643,866.41:0.4971,1147.27:0.4541,878.52:0.4316,1317.97:0.5326,878.91:0.4417,1757.42:0.4201,4638.28:0.3587,4637.89:0.3311,878.52:0.3268,1318.36:0.2981,4637.11:0.2798,1159.38:0.2794,4638.67:0.2770,2318.75:0.6085,1757.42:0.5826,439.45:0.3653,2196.88:0.3493,2319.14:0.3388,3478.52:0.3356,2319.53:0.3278,3478.91:0.3260,1317.97:0.3058,2318.36:0.2858,1317.97:1.6800,1757.42:1.5980,439.45:1.5779,878.91:1.5668,878.52:1.1371,1318.36:0.9231,2318.75:0.8663,2196.88:0.6739,1305.86:0.6398,903.12:0.6112,119.92:0.3368,80.08:0.3122,39.84:0.3063,200.00:0.2388,159.77:0.2283,239.84:0.2152,40.23:0.1632,160.16:0.1535,79.69:0.1303,279.69:0.1179,439.45:0.7244,1125.00:0.5541,805.47:0.4548,1159.38:0.4166,1125.39:0.3774,878.91:0.3707,537.11:0.3706,268.36:0.3177,576.95:0.2868,878.52:0.2771
439.45:1.1174,1159.38:0.5041,439.06:0.3376,1757.42:0.3222,4637.89:0.3089,878.91:0.2974,1317.97:0.2730,451.56:0.2592,878.52:0.2497,439.84:0.2361,40.23:9.7605,40.62:4.6805,39.84:2.3484,41.02:1.8895,39.45:1.3934,41.41:1.2052,39.06:0.9514,41.80:0.8877,38.67:0.7247,42.19:0.6926,2318.75:0.6391,268.36:0.4966,268.75:0.2733,1159.38:0.2694,2319.14:0.2500,2319.53:0.2227,4637.89:0.2167,2367.97:0.2046,2317.97:0.2001,1317.97:0.1903,439.45:1.4088,1317.97:1.1089,1159.38:1.0214,891.02:1.0159,903.12:0.7748,878.91:0.5084,866.41:0.4796,1147.27:0.4795,1318.36:0.4788,883.59:0.4424,1317.97:0.5762,1757.42:0.4365,878.91:0.4191,4637.89:0.3642,878.52:0.3592,1159.38:0.2870,4638.28:0.2847,268.36:0.2660,2318.75:0.2608,1318.36:0.2591,2318.75:0.7594,1757.42:0.6099,3478.12:0.3872,439.45:0.3662,2196.88:0.3595,1317.97:0.3415,3478.52:0.2829,2319.14:0.2767,2319.53:0.2753,3558.20:0.2711,1317.97:1.8143,1757.42:1.6909,439.45:1.5950,878.91:1.4768,878.52:1.2718,2318.75:1.0604,1318.36:0.8216,1305.86:0.7304,2196.88:0.7030,3478.12:0.6911,119.92:0.3338,80.08:0.3092,39.84:0.3052,200.00:0.2354,159.77:0.2297,239.84:0.2140,40.23:0.1648,160.16:0.1522,79.69:0.1346,279.69:0.1199,439.45:0.7134,1125.00:0.6248,805.47:0.4552,1159.38:0.4047,537.11:0.3677,1125.39:0.3589,878.91:0.3569,268.36:0.3150,878.52:0.3047,576.95:0.2903
439.45:1.1446,1159.38:0.4971,4637.89:0.4558,1757.42:0.3262,878.91:0.3257,439.06:0.3013,451.56:0.2717,427.34:0.2609,1317.97:0.2582,891.02:0.2362,40.23:9.7885,40.62:4.6800,39.84:2.4292,41.02:1.8835,39.45:1.3532,41.41:1.1615,39.06:0.9519,41.80:0.8479,38.67:0.7333,42.19:0.6663,2318.75:0.5696,268.36:0.4826,2319.14:0.3701,4637.89:0.3397,268.75:0.2866,1159.38:0.2618,2317.97:0.2198,2367.97:0.2032,2196.88:0.1925,1317.97:0.1831,439.45:1.4508,891.02:1.1007,1317.97:1.0379,1159.38:0.9777,903.12:0.8051,1318.36:0.6572,4637.89:0.6186,878.91:0.5273,866.41:0.4924,1147.27:0.4539,4637.89:0.5952,1317.97:0.5401,878.91:0.4611,1757.42:0.4409,1318.36:0.3501,878.52:0.3129,3478.52:0.2966,1159.38:0.2789,4650.00:0.2735,268.36:0.2567,2318.75:0.6951,1757.42:0.6109,2319.14:0.4729,3478.52:0.4473,2196.88:0.3753,439.45:0.3614,1317.97:0.3406,3478.12:0.2754,2184.77:0.2693,3558.20:0.2571,1317.97:1.7564,1757.42:1.6895,439.45:1.6370,878.91:1.6033,878.52:1.1249,1318.36:1.0886,2318.75:0.9733,3478.52:0.7897,2196.88:0.7178,1305.86:0.6938,119.92:0.3370,80.08:0.3124,39.84:0.3060,200.00:0.2391,159.77:0.2282,239.84:0.2154,40.23:0.1642,160.16:0.1542,79.69:0.1301,279.69:0.1178,439.45:0.7511,1125.00:0.4763,805.47:0.4549,1159.38:0.4094,878.91:0.3853,537.11:0.3726,1125.39:0.3707,268.36:0.3200,576.95:0.2810,878.52:0.2692
439.45:1.1108,1159.38:0.4945,878.91:0.3431,4638.28:0.3166,1757.42:0.2948,439.06:0.2798,4637.89:0.2718,1317.97:0.2496,451.56:0.2485,427.34:0.2340,40.23:9.7300,40.62:4.7783,39.84:2.4144,41.02:1.8982,39.45:1.3833,41.41:1.2335,39.06:0.9660,41.80:0.8958,38.67:0.7335,42.19:0.6992,268.36:0.4817,2318.75:0.4754,2319.14:0.3944,2318.36:0.2957,268.75:0.2946,1159.38:0.2544,2319.53:0.2338,4638.28:0.2220,4637.89:0.1952,2196.88:0.1906,439.45:1.4162,891.02:1.0329,1317.97:0.9904,1159.38:0.9894,903.12:0.7353,1318.36:0.6515,878.91:0.5999,1147.27:0.4755,866.41:0.4726,4638.28:0.4370,1317.97:0.5065,878.91:0.4621,1757.42:0.3907,4638.28:0.3530,1318.36:0.3387,4637.89:0.3206,878.52:0.3090,1159.38:0.2724,268.36:0.2615,3478.52:0.2434,1757.42:0.5591,2318.75:0.5569,2319.14:0.4243,3478.52:0.3684,2196.88:0.3677,439.45:0.3609,2318.36:0.3392,3478.91:0.3147,1317.97:0.2998,2319.53:0.2782,1317.97:1.6183,878.91:1.5911,439.45:1.5834,1757.42:1.5650,878.52:1.0742,1318.36:1.0539,2318.75:0.7930,2196.88:0.7077,1317.58:0.6695,1305.86:0.6599,119.92:0.3337,80.08:0.3105,39.84:0.3046,200.00:0.2372,159.77:0.2270,239.84:0.2130,40.23:0.1663,160.16:0.1556,79.69:0.1322,279.69:0.1170,439.45:0.7328,805.47:0.4687,1159.38:0.4218,878.91:0.4021,1125.00:0.3921,537.11:0.3854,1125.39:0.3690,268.36:0.3153,576.95:0.3049,878.52:0.2662
439.45:1.0416,1159.38:0.5231,439.06:0.4565,878.52:0.3428,1317.97:0.3146,1757.42:0.2986,4637.50:0.2783,4637.11:0.2754,4637.89:0.2674,451.56:0.2662,40.23:9.8496,40.62:4.5903,39.84:2.3818,41.02:1.8843,39.45:1.3059,41.41:1.1524,39.06:0.9183,41.80:0.8516,38.67:0.6962,42.19:0.6717,2318.75:0.6951,268.36:0.5161,1159.38:0.2809,2319.14:0.2651,2318.36:0.2530,268.75:0.2362,1317.97:0.2149,4637.50:0.2115,4637.89:0.1999,4637.11:0.1997,439.45:1.3165,1317.97:1.2781,1159.38:1.0512,891.02:0.9027,903.12:0.7781,878.52:0.5766,439.06:0.5764,866.41:0.5641,890.62:0.4685,1147.27:0.4118,1317.97:0.6621,878.52:0.4611,1757.42:0.4099,4637.11:0.3801,4637.89:0.3640,4637.50:0.3533,3478.12:0.3054,878.91:0.3043,1159.38:0.2886,2318.75:0.2864,2318.75:0.8163,1757.42:0.5656,3478.12:0.4461,1317.97:0.4025,439.45:0.3341,2318.36:0.3116,2319.14:0.3069,3478.52:0.2856,3477.73:0.2746,1159.38:0.2529,1317.97:2.1258,878.52:1.6301,1757.42:1.5684,439.45:1.4822,2318.75:1.1559,878.91:1.0519,3478.12:0.7961,1305.86:0.6739,439.06:0.6610,903.12:0.6055,119.92:0.3367,39.84:0.3074,80.08:0.3058,159.77:0.2378,200.00:0.2307,239.84:0.2185,40.23:0.1586,160.16:0.1412,79.69:0.1369,279.69:0.1294,439.45:0.7010,1159.38:0.5049,1125.00:0.4920,805.47:0.4599,537.11:0.3503,878.52:0.3414,268.36:0.3359,439.06:0.3137,576.95:0.2998,1317.97:0.2809
439.45:1.1588,1159.38:0.4729,4637.89:0.4474,878.91:0.3385,1757.42:0.2956,439.06:0.2780,451.56:0.2604,427.34:0.2475,1317.97:0.2374,891.02:0.2280,40.23:9.7760,40.62:4.6761,39.84:2.3894,41.02:1.8663,39.45:1.4059,41.41:1.1898,39.06:0.9766,41.80:0.8636,38.67:0.7681,42.19:0.6745,2318.75:0.5260,268.36:0.4741,2319.14:0.4642,4637.89:0.3277,2319.53:0.2982,268.75:0.2962,1159.38:0.2596,2196.88:0.1911,439.45:0.1895,2367.97:0.1853,439.45:1.4532,891.02:1.0955,1159.38:0.9708,1317.97:0.9668,903.12:0.7814,1318.36:0.7166,4637.89:0.6068,878.91:0.5594,1147.27:0.4893,866.41:0.4474,4637.89:0.5967,1317.97:0.5142,878.91:0.4825,1757.42:0.4149,1318.36:0.3833,3478.52:0.3487,878.52:0.2994,1159.38:0.2720,4637.50:0.2565,268.36:0.2513,2318.75:0.6082,1757.42:0.5674,2319.14:0.5455,3478.52:0.4968,439.45:0.3760,2196.88:0.3693,2319.53:0.3541,1317.97:0.2974,2184.77:0.2759,3478.91:0.2729,878.91:1.6921,439.45:1.6708,1317.97:1.5732,1757.42:1.5698,1318.36:1.1673,878.52:1.0598,3478.52:0.8914,2318.75:0.8613,2319.14:0.7581,2196.88:0.7222,119.92:0.3328,80.08:0.3111,39.84:0.3032,200.00:0.2393,159.77:0.2243,239.84:0.2126,40.23:0.1664,160.16:0.1586,79.69:0.1303,319.92:0.1172,439.45:0.7621,805.47:0.4584,1159.38:0.4490,1125.00:0.3953,537.11:0.3867,878.91:0.3766,1125.39:0.3524,268.36:0.3147,576.95:0.2871,878.52:0.2500
439.45:1.1293,1159.38:0.5046,4637.89:0.3791,1757.42:0.3253,439.06:0.3235,878.91:0.3053,1317.97:0.2761,451.56:0.2683,878.52:0.2534,427.34:0.2438,40.23:9.7547,40.62:4.6975,39.84:2.3808,41.02:1.9048,39.45:1.3643,41.41:1.1810,39.06:0.9265,41.80:0.8641,38.67:0.7126,42.19:0.6921,2318.75:0.6494,268.36:0.4888,2319.14:0.3212,4637.89:0.2809,268.75:0.2774,1159.38:0.2742,2318.36:0.2428,2367.97:0.2219,2196.88:0.2045,1317.97:0.1928,439.45:1.4182,1317.97:1.1239,891.02:1.0380,1159.38:1.0121,903.12:0.8177,1318.36:0.5600,866.41:0.5195,4637.89:0.5119,878.91:0.5027,1147.27:0.4584,1317.97:0.5971,4637.89:0.4622,1757.42:0.4388,878.91:0.4366,878.52:0.3578,4637.11:0.3168,1318.36:0.2964,1159.38:0.2940,3478.12:0.2619,2318.75:0.2615,2318.75:0.7438,1757.42:0.6292,3478.12:0.4092,2196.88:0.3793,3478.52:0.3767,439.45:0.3674,2319.14:0.3609,1317.97:0.3328,3558.20:0.2796,2318.36:0.2795,1317.97:1.8294,1757.42:1.7589,439.45:1.6147,878.91:1.4990,878.52:1.2348,2318.75:1.0509,1318.36:0.9046,3478.12:0.7316,2196.88:0.7286,1305.86:0.6750,119.92:0.3377,80.08:0.3115,39.84:0.3075,200.00:0.2369,159.77:0.2312,239.84:0.2160,40.23:0.1631,160.16:0.1511,79.69:0.1321,279.69:0.1206,439.45:0.7444,1159.38:0.4876,805.47:0.4854,1125.00:0.4695,537.11:0.3892,878.91:0.3526,268.36:0.3197,878.52:0.2959,576.95:0.2842,1125.39:0.2531
439.45:1.1745,1159.38:0.4053,878.91:0.3867,4638.28:0.3137,427.34:0.2729,451.56:0.2511,891.02:0.2318,1318.36:0.2263,1159.77:0.2242,1757.42:0.2208,40.23:9.6855,40.62:4.8742,39.84:2.4008,41.02:1.9537,39.45:1.4223,41.41:1.2371,39.06:0.9851,41.80:0.8805,38.67:0.7325,42.19:0.7092,2319.14:0.6125,268.36:0.4573,268.75:0.3273,2319.53:0.2600,2318.75:0.2291,4638.28:0.2238,1159.38:0.2135,2038.28:0.1948,439.45:0.1945,878.91:0.1903,439.45:1.4873,891.02:1.0703,1318.36:0.9154,1159.38:0.8222,903.12:0.7449,1317.97:0.6812,878.91:0.6364,1147.27:0.4566,1318.75:0.4460,1159.77:0.4437,878.91:0.5347,1318.36:0.4962,4638.28:0.3997,1317.97:0.3492,1757.42:0.3002,3478.52:0.2683,2319.14:0.2452,268.36:0.2447,4638.67:0.2434,439.45:0.2291,2319.14:0.6862,3478.52:0.4260,1757.42:0.4242,439.45:0.3820,1757.81:0.3142,2196.88:0.2983,1318.36:0.2882,2319.53:0.2707,2184.77:0.2646,2318.75:0.2508,878.91:1.8729,439.45:1.6837,1318.36:1.5170,1757.42:1.1604,1317.97:1.1010,2319.14:0.9652,1757.81:0.8769,3478.52:0.7555,878.52:0.7548,1318.75:0.7338,119.92:0.3325,80.08:0.3149,39.84:0.3022,200.00:0.2434,159.77:0.2181,239.84:0.2092,40.23:0.1691,160.16:0.1654,79.69:0.1263,319.92:0.1182,439.45:0.7801,1125.39:0.4455,805.47:0.4417,537.11:0.4135,878.91:0.4089,1159.38:0.3830,268.36:0.2995,576.95:0.2863,1125.00:0.2494,268.75:0.2043
439.45:1.0982,1159.38:0.4926,439.06:0.3409,1757.42:0.3021,878.91:0.2863,878.52:0.2749,1317.97:0.2731,451.56:0.2703,4637.89:0.2701,4638.28:0.2676,40.23:9.7755,40.62:4.7246,39.84:2.4249,41.02:1.8886,39.45:1.3398,41.41:1.1670,39.06:0.9526,41.80:0.8515,38.67:0.7421,42.19:0.6704,2318.75:0.5760,268.36:0.4984,2319.14:0.3485,268.75:0.2735,2318.36:0.2692,1159.38:0.2664,1317.97:0.1984,4638.28:0.1916,4637.89:0.1909,439.45:0.1817,439.45:1.3951,1317.97:1.1165,891.02:1.0191,1159.38:0.9988,903.12:0.7951,1318.36:0.4974,866.41:0.4973,878.91:0.4903,878.52:0.4726,1147.27:0.4569,1317.97:0.5891,1757.42:0.4161,878.91:0.3983,878.52:0.3805,4638.28:0.3430,4637.89:0.3240,1159.38:0.2861,4636.72:0.2726,268.36:0.2647,1318.36:0.2596,2318.75:0.6701,1757.42:0.5762,2319.14:0.3813,439.45:0.3575,1317.97:0.3464,2318.36:0.3211,3478.12:0.3085,3478.52:0.3050,2196.88:0.3040,1159.38:0.2485,1317.97:1.8471,1757.42:1.5922,439.45:1.5721,878.91:1.4029,878.52:1.3354,2318.75:0.9392,1318.36:0.8293,1317.58:0.6791,1305.86:0.6648,878.12:0.6635,119.92:0.3328,80.08:0.3077,39.84:0.3042,200.00:0.2345,159.77:0.2296,239.84:0.2141,40.23:0.1646,160.16:0.1519,79.69:0.1341,279.69:0.1207,439.45:0.7456,1159.38:0.4837,805.47:0.4534,1125.00:0.4195,537.11:0.3601,268.36:0.3257,878.91:0.3186,576.95:0.3040,878.52:0.2937,1317.97:0.2586
439.45:0.8700,439.06:0.6501,878.52:0.4302,1159.38:0.3992,4636.72:0.3288,4637.89:0.2920,439.84:0.2910,426.95:0.2831,1317.97:0.2830,1158.98:0.2784,40.23:9.9776,40.62:4.4168,39.84:2.3339,41.02:1.8484,39.45:1.2529,41.41:1.1642,39.06:0.9357,41.80:0.8415,38.67:0.7220,42.19:0.6452,2318.36:0.6542,268.36:0.5602,2319.53:0.3071,4636.72:0.2397,1159.38:0.2111,4637.89:0.2075,878.52:0.2018,1317.97:0.1980,2367.58:0.1918,2318.75:0.1702,1317.97:1.1374,439.45:1.0994,890.62:0.8531,439.06:0.8245,1159.38:0.7831,878.52:0.7793,866.41:0.5855,1317.58:0.5726,903.12:0.5586,1158.98:0.5443,878.52:0.5883,1317.97:0.5818,4636.72:0.4110,1757.03:0.3801,4637.89:0.3665,268.36:0.2978,3477.73:0.2931,1317.58:0.2929,2318.36:0.2671,1159.38:0.2325,2318.36:0.7600,1757.03:0.5201,3477.73:0.4011,2319.53:0.3654,1317.97:0.3311,2196.48:0.3084,3477.34:0.2989,439.45:0.2919,268.36:0.2265,1758.20:0.2172,878.52:2.0781,1317.97:1.8528,1757.03:1.4496,439.45:1.2313,2318.36:1.0712,439.06:0.9328,1317.58:0.9252,3477.73:0.7183,1318.36:0.6581,2196.48:0.5919,119.92:0.3343,39.84:0.3109,80.08:0.2964,159.77:0.2514,239.84:0.2171,200.00:0.2144,40.23:0.1549,79.69:0.1524,279.69:0.1428,160.16:0.1216,439.45:0.6025,1125.00:0.4628,439.06:0.4564,878.52:0.4454,1159.38:0.4140,805.47:0.3966,268.36:0.3529,537.11:0.3020,536.72:0.2968,1158.98:0.2753
439.45:1.0881,1159.38:0.5061,439.06:0.3816,1757.42:0.2992,4637.50:0.2989,1317.97:0.2885,878.52:0.2824,878.91:0.2757,439.84:0.2747,451.56:0.2602,40.23:9.7779,40.62:4.7137,39.84:2.3735,41.02:1.9576,39.45:1.3307,41.41:1.2024,39.06:0.9386,41.80:0.8836,42.19:0.6998,38.67:0.6937,2318.75:0.6437,268.36:0.4964,1159.38:0.2645,268.75:0.2605,2319.53:0.2504,2318.36:0.2189,4637.50:0.2130,2367.97:0.2035,1317.97:0.1937,439.45:0.1800,439.45:1.3663,1317.97:1.1650,1159.38:1.0063,891.02:0.9861,903.12:0.7965,866.41:0.5005,878.52:0.4779,878.91:0.4770,439.06:0.4754,1147.27:0.4449,1317.97:0.6018,1757.42:0.4019,878.52:0.3946,4637.50:0.3831,878.91:0.3809,4638.28:0.3098,4639.06:0.2944,1159.38:0.2939,268.36:0.2670,2318.75:0.2668,2318.75:0.7707,1757.42:0.5781,3478.12:0.4026,1317.97:0.3588,439.45:0.3532,2196.88:0.3106,2319.53:0.2931,3478.91:0.2523,1159.38:0.2514,2318.36:0.2289,1317.97:1.9225,1757.42:1.6240,439.45:1.5565,878.52:1.3899,878.91:1.3292,2318.75:1.0989,3478.12:0.7093,1305.86:0.6662,879.30:0.6319,1318.75:0.6081,119.92:0.3349,80.08:0.3096,39.84:0.3067,200.00:0.2348,159.77:0.2315,239.84:0.2141,40.23:0.1645,160.16:0.1501,79.69:0.1369,279.69:0.1210,439.45:0.7219,1159.38:0.4886,805.47:0.4373,1125.00:0.4250,537.11:0.3762,576.95:0.3192,268.36:0.3158,878.52:0.3136,878.91:0.2898,439.06:0.2577
439.45:1.1626,878.91:0.3811,1159.38:0.3240,427.34:0.2828,1159.77:0.2688,4638.67:0.2449,451.56:0.2385,1318.36:0.2271,439.06:0.2194,891.02:0.2139,40.23:9.6462,40.62:4.8695,39.84:2.3799,41.02:1.9996,39.45:1.4551,41.41:1.2270,39.06:0.9689,41.80:0.8960,38.67:0.7602,42.19:0.7119,268.36:0.4415,2319.92:0.4212,2318.75:0.4088,2319.14:0.4074,268.75:0.3368,2317.97:0.2145,439.45:0.1954,878.91:0.1832,1159.38:0.1734,4638.67:0.1653,439.45:1.4724,891.02:0.9903,1318.36:0.9212,1159.38:0.6510,878.91:0.6222,903.12:0.6209,1317.97:0.6009,1159.77:0.5330,1318.75:0.4687,1319.14:0.4370,878.91:0.5160,1318.36:0.4668,4638.67:0.3367,1317.97:0.3106,4637.11:0.2825,4639.84:0.2744,1318.75:0.2435,268.36:0.2395,1757.81:0.2348,439.45:0.2248,2319.92:0.5009,2318.75:0.4932,2319.14:0.4469,439.45:0.3818,1757.81:0.3214,1757.42:0.3206,3477.34:0.3011,1318.36:0.2900,2317.97:0.2640,1758.59:0.2591,878.91:1.7904,439.45:1.6494,1318.36:1.4979,1317.97:0.9732,1757.81:0.8926,1757.42:0.8883,1318.75:0.7626,878.52:0.7360,2319.92:0.7080,2318.75:0.7020,119.92:0.3314,80.08:0.3164,39.84:0.3011,200.00:0.2451,159.77:0.2137,239.84:0.2066,40.23:0.1698,160.16:0.1695,79.69:0.1238,319.92:0.1188,439.45:0.7571,1125.39:0.4732,878.91:0.4377,537.11:0.4085,805.47:0.3741,1159.38:0.2914,268.36:0.2889,1125.00:0.2720,576.95:0.2692,1159.77:0.2421
